语音通话整体满意度,网络覆盖与信号强度,语音通话清晰度,语音通话稳定性,是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,其他，请注明.1,脱网次数,mos质差次数,未接通掉话次数,是否投诉,4\5G用户,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,客户星级标识,场所合计,出现问题合计,脱网次数、mos质差次数、未接通掉话次数合计
4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,1,0,0,1,0,0,245,0,11,20,245,0,169,0,2006122,0,0,3,1,2,6
8,8,8,9,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,5,0,0,1,0,0,1,0,0,750,0,11,60,750,0,565,0,8165434,0,0,4,3,2,5
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,2,0,0,1,0,0,131,0,11,121.3,131,0,153,0,32496959,0,1,5,0,0,8
7,7,9,7,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,1,0,0,1,0,0,362,0,11,30,362,0,366,0,5004013,0,0,4,1,2,7
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,1,0,1,0,0,444,0,22,120,444,0,194,0,10877910,0,0,5,0,0,11
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,1,0,1,0,0,179,0,14,18,179,0,388,0,1887592,0,1,4,0,0,11
8,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,1,0,0,253,0,11,5,253,0,185,0,7575479,0,0,4,0,0,4
9,9,9,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,1,60,0,131,0,22,141,131,0,103,0,40778068,0,1,3,1,1,2
8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,904,0,11,95,904,0,558,0,8995286,0,0,4,0,0,2
6,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56.99,1,22,0,156,0,11,49.7,156,0,425,0,20011320,0,0,4,0,0,0
7,6,5,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,13,3,0,1,0,0,1,0,0,285,0,18,69,285,0,233,0,25244809,0,0,3,1,2,16
9,9,9,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,3,0,0,2,0,0,1,0,0,170,0,22,25,170,0,191,0,13764812,0,1,4,1,1,10
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,1,0,0,1,0,0,287,0,11,10,287,0,347,0,939383,0,0,4,0,0,16
9,9,9,9,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,1,1,0,2,0,0,1,0,0,790,0,22,120,790,0,623,0,31063348,0,1,5,2,2,9
6,5,6,5,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,7,0,0,2,0,0,1,0,0,392,0,22,10,392,0,641,0,1795983,0,1,4,3,3,7
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,1,0,0,106,0,18,10.6,106,0,90,0,21147188,0,1,4,0,0,9
4,4,4,4,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,6,0,0,0,2,0,0,1,0,0,660,0,22,65,660,0,240,0,13012044,0,1,4,3,4,6
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1,0,0,1,0,0,299,0,17,128.3,299,0,174,0,20682173,0,0,5,0,0,14
7,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,198,0,22,121,198,0,226,0,41845268,0,0,5,0,0,2
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,259,0,11,45.24,259,0,155,0,33246982,0,0,4,0,0,0
8,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,1,0,2,0,0,1,0,0,620,0,22,78,620,0,353,0,35847918,0,1,4,0,0,18
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,1,0,0,657,0,11,98.05,657,0,672,0,38285847,0,1,5,0,0,3
8,8,8,7,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,7,4,1,0,2,0,0,1,0,0,496,0,11,226.1,496,28,396,0,7802277,0,1,5,2,4,12
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,474,0,22,11,474,0,217,0,6905261,0,0,4,0,0,5
6,5,6,6,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6,0,1,1,0,0,1,0,0,220,0,11,62.1,220,0,195,0,1256473,0,0,4,3,2,6
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,173,0,22,60,173,0,198,0,28144217,0,0,4,0,0,2
2,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,6,0,1,0,2,0,0,1,0,0,562,0,22,57,562,0,578,0,10981397,0,1,4,2,4,7
9,7,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,1,0,0,227,0,14,21,227,0,145,0,26853419,0,0,3,0,0,4
8,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,190,0,11,109.23,190,0,274,0,22429000,0,1,5,0,0,0
9,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,152,0,11,40,152,0,602,0,1759115,0,0,4,0,0,0
7,7,7,6,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7,6,0,0,1,0,0,1,0,0,335,0,11,60,335,0,531,0,12310279,0,0,4,2,2,13
8,8,7,7,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,7,0,0,2,1,0,1,0,0,306,0,18,49,306,0,423,0,14813898,0,1,4,2,2,7
9,9,9,9,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,8,2,0,1,1,0,1,0,0,377,0,14,100,377,0,616,0,6615786,0,0,4,3,3,10
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,1,0,0,185,0,21,26.62,185,0,499,0,68421,0,0,4,0,0,8
9,9,9,8,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,423,0,11,68.64,423,0,478,0,2739285,0,0,4,3,1,2
8,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,1,0,0,708,0,11,66,708,0,657,0,16928512,0,1,4,0,0,7
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0,276,0,11,67,276,0,201,0,19640654,0,0,4,0,0,6
9,7,8,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,191,0,11,18,191,0,287,0,2982134,0,0,4,1,1,0
9,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,1,0,0,1187,0,11,168.28,1187,0,333,0,30586514,0,0,4,0,0,11
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,124.81,1,9.86,0,82,0,17,66.71,82,0,63,0,24460779,0,1,4,0,0,0
8,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,104,0,1,64,104,0,93,0,1365463,0,1,4,0,0,2
8,7,7,7,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,3,1,0,2,0,0,1,0,0,290,0,11,21,290,0,265,0,19346955,0,1,3,4,3,4
9,9,9,9,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,163,0,18,45.67,163,0,203,0,10184048,0,1,2,1,3,0
8,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,1,0,0,1,0,0,297,0,11,107,297,0,395,0,11178931,0,0,5,0,0,43
8,8,8,8,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,7,3,1,0,2,0,0,1,0,0,632,0,11,65,632,0,326,0,28712986,0,1,4,2,1,11
9,9,9,9,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,14,0,0,2,0,0,1,0,0,491,0,22,65,491,0,347,0,5357581,0,1,4,1,1,21
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,415,0,22,171.1,415,0,332,0,35134438,0,0,5,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,1,1,0,0,1,0,0,351,0,11,206.9,351,0,720,0,22084534,0,0,6,0,0,13
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,2,0,0,1,0,0,597,0,22,60,597,0,466,0,2303292,0,1,4,0,0,29
8,8,7,7,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,7,3,1,0,1,0,0,1,0,0,449,0,11,81.3,449,0,433,0,30929027,0,0,4,2,4,11
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,1,10,0,133,0,11,74.46,133,0,103,0,19368377,0,1,4,0,0,9
8,8,8,7,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,6,2,0,1,0,0,1,0,0,902,0,18,143,902,0,854,0,10529158,0,0,5,3,4,8
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,1,0,0,294,0,11,38.17,294,0,217,0,269110,0,0,4,0,0,9
7,6,5,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,277,0,11,50.5,277,0,186,0,9538483,0,0,4,1,1,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,2,0,0,1,0,0,194,0,22,111,194,0,379,0,8035311,0,1,5,0,0,25
7,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,1,0,1,0,0,233,0,14,28,233,0,140,0,2537778,0,1,4,0,0,12
8,7,7,7,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,10,1,0,1,1,0,1,0,0,220,0,11,21.29,220,0,273,0,49555072,0,0,3,5,4,11
8,8,8,8,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,3,0,0,2,0,0,1,0,0,750,0,11,205,750,0,30,0,6065152,0,1,0,2,4,3
9,9,9,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,0,1,0,0,214,0,22,40,214,0,234,0,5413598,0,1,3,1,1,2
8,7,8,8,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,7,2,1,0,1,0,0,1,0,0,472,0,11,60,472,0,454,0,16700704,0,0,4,3,3,10
7,7,7,7,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,7,7,3,0,1,0,0,1,0,0,493,0,22,90,493,0,597,0,22469697,0,0,4,5,4,17
6,6,6,5,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,7,6,0,0,1,0,0,1,0,0,392,0,22,62.33,392,0,683,0,24488475,0,0,4,3,3,13
9,9,9,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,2,0,1,0,0,1,0,0,950,0,11,105,950,0,949,0,18117288,0,0,4,1,1,12
9,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,290,0,11,13,290,0,265,0,2298276,0,0,4,0,0,3
8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1,0,1,2,0,0,1,0,0,354,0,11,81,354,0,476,0,19181850,0,1,4,0,0,89
7,7,7,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,391,0,18,0,391,0,0,0,5817315,0,1,0,1,1,1
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,200,0,11,71,200,0,212,0,14910782,0,1,4,0,0,2
8,7,8,6,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,2,0,2,0,0,1,0,0,866,0,11,217.09,866,0,819,0,19541520,0,1,5,3,3,2
8,7,7,6,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,7,1,0,0,1,0,0,1,0,0,179,0,14,37,179,0,214,0,28662454,0,0,4,4,4,8
8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,133,0,22,40.52,133,0,106,0,39713699,0,1,4,0,0,2
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,1,0,0,14,0,11,39.1,14,0,167,0,7484742,0,0,4,0,0,10
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,1,0,0,379,0,11,21,379,0,1562,0,1758493,0,0,4,0,0,7
9,8,8,7,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,1,0,0,1,0,0,1,0,0,125,0,4,63.28,125,0,216,0,8469339,0,0,4,2,1,8
9,9,9,9,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,24,11,0,2,0,0,1,0,0,29493,0,11,151,29493,0,31066,0,2964408,0,1,5,3,3,35
9,9,9,9,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,172,0,11,20,172,0,86,0,2422599,0,0,4,2,1,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,1,0,0,1421,0,1,52.94,1421,0,1960,0,26705547,0,1,4,0,0,7
8,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,2,1,0,1,0,0,601,0,18,70,601,0,501,0,954425,0,1,4,0,0,26
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,125,0,22,100,125,0,111,0,9246837,0,0,4,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70.58,1,16.38,0,465,0,22,91.24,465,0,429,0,1159057,0,0,4,0,0,0
5,5,2,2,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,16,0,1,1,0,0,1,0,0,558,0,11,38,558,0,326,0,2209851,0,0,4,3,4,16
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,705,0,11,49.6,705,0,580,0,2444068,0,0,4,0,0,0
9,7,9,8,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,7,6,0,0,2,0,0,1,0,0,642,0,22,33,642,0,719,0,12448189,0,1,4,3,4,13
7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,1,0,0,1,0,0,194,0,22,40,194,0,271,0,3530472,0,0,4,0,0,10
7,7,7,7,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,7,11,1,0,1,0,0,1,0,0,752,0,22,175,752,0,662,0,48868011,0,0,6,3,5,19
4,5,3,6,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,1,0,0,1,13.48,0,2191,0,17,444.08,2191,0,0,0,1313085,0,0,0,2,2,6
7,6,7,7,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,4,0,0,2,0,0,1,0,0,204,0,22,76,204,0,219,0,7964864,0,1,4,4,5,4
7,7,7,7,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,7,13,6,0,1,0,0,1,0,0,2011,0,22,162.1,2011,0,1897,0,15962573,0,0,5,3,5,26
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,121,0,22,110,121,0,72,0,39795457,0,0,5,0,0,1
8,8,8,8,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,5,0,0,1,1,0,1,0,0,197,0,11,100,197,0,230,0,10675005,0,0,5,4,3,5
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,108,0,11,48,108,0,111,0,3294384,0,1,4,0,0,0
4,4,3,3,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,6,0,0,0,1,1,0,1,0,0,176,0,14,10.1,176,0,230,0,1906745,0,0,4,3,4,6
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,0,0,2,0,0,1,0,0,1060,0,22,72.2,1060,0,882,0,361204,0,1,4,0,0,31
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25.62,1,6.67,0,812,0,11,126.67,812,0,624,0,908389,0,0,4,0,0,0
9,6,7,7,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,47,0,11,21,47,0,250,0,49167664,0,0,3,1,4,0
8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,2,0,0,1,0,0,110,0,22,35,110,0,273,0,9143651,0,1,4,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,2,0,14.63,1,0.24,0,30,0,22,0.24,30,0,165,0,89150082,0,1,5,0,0,18
9,9,9,9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,19,0,0,0,1,0,6804.02,1,192,0,124,0,11,282.3,124,0,131,0,106421962,0,0,5,1,1,19
9,9,9,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,1,0,0,266,0,14,25,266,0,141,0,24749084,0,0,3,1,1,3
7,7,7,7,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,1,0,0,1,0,0,1004,0,14,70.83,1004,0,1163,0,18490885,0,0,4,2,2,7
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,24.35,0,93,0,22,57.35,93,0,95,0,17836195,0,0,4,0,0,0
8,7,7,7,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,7,2,0,0,1,0,0,1,0,0,563,0,22,10,563,0,316,0,963802,0,0,4,4,4,9
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,1,0,0,362,0,11,20,362,0,288,0,11160367,0,0,4,0,0,7
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,937,0,11,120,937,0,1020,0,25547124,0,1,4,0,0,0
7,7,7,7,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,1,0,0,1,0,0,183,0,22,120,183,0,166,0,90634,0,0,4,1,2,4
9,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,7,0,2,0,0,1,0,0,2701,0,22,127,2701,0,1485,0,52972655,0,1,5,0,0,42
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,333,0,22,70,333,0,193,0,25442502,0,0,4,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,1,0,0,141,0,11,135,141,0,147,0,3410699,0,1,4,0,0,6
9,8,9,7,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,7,3,0,0,1,0,0,1,0,0,272,0,14,11,272,0,503,0,5250359,0,0,2,1,3,10
9,7,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,141.69,1,30,0,119,0,22,86,119,0,159,0,15066827,0,0,4,0,0,0
9,9,9,9,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,2,0,0,1,0,0,274,0,11,8,274,0,345,0,344978,0,1,3,4,4,0
8,8,7,9,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,281,0,11,20,281,0,291,0,17214882,0,0,4,2,5,1
9,9,9,9,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,870,0,11,155.17,870,0,661,0,9113052,0,0,5,6,4,0
7,6,7,7,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,7,7,0,0,2,0,0,1,0,0,303,0,22,59,303,0,369,0,3066625,0,1,4,3,2,14
9,9,9,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,2,0,0,1,0,0,199,0,11,198.4,199,0,147,0,79156829,0,1,5,1,1,7
7,7,7,7,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,2,0,0,1,0,0,274,0,11,62.5,274,0,119,0,6539657,0,1,4,3,3,1
8,8,8,8,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,2,1,0,1,0,0,1,0,0,811,0,14,85,811,0,914,0,46454293,0,0,3,5,5,3
9,8,9,9,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,11,0,0,1,0,0,1,0,0,78,0,11,56,78,0,196,0,10138554,0,0,4,2,2,18
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,270,0,22,32.62,270,0,353,0,6582222,0,0,0,0,0,5
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,1,0,0,583,0,11,45.64,583,0,494,0,10498050,0,0,4,0,0,6
7,6,6,6,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,7,8,0,0,2,0,0,1,0,0,246,0,22,98,246,0,325,0,12055958,0,1,4,3,4,15
8,7,7,8,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,4,0,0,1,0,0,1,0,0,686,0,11,95,686,0,563,0,11856515,0,0,5,4,3,4
7,6,6,6,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,109,0,11,70,109,0,110,0,10229213,0,1,4,3,1,0
8,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,1,0,0,521,0,11,48.6,521,0,236,0,26359745,0,1,4,0,0,4
7,7,7,6,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,0,0,1,0,0,1,0,0,580,0,22,58,580,0,509,0,4979481,0,0,4,2,1,7
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,94,3,0,2,0,0,1,0,0,1575,0,22,9,1575,0,1234,0,19659378,0,1,3,0,0,104
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,139,0,11,12.94,139,0,236,0,1636272,0,1,4,0,0,1
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,1,0,0,1,0,0,127,0,22,20,127,0,126,0,7661669,0,0,4,0,0,12
7,7,7,7,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,5,1,1,1,0,4.91,1,0.12,0,400,0,22,60,400,0,558,0,28852906,0,0,4,3,2,6
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,2,1,0,1,0,0,462,0,14,24.99,462,0,481,0,819250,0,1,4,0,0,13
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,285,0,22,99,285,0,239,0,15516061,0,1,4,0,0,1
9,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,218,0,11,39,218,0,302,0,5289639,0,1,4,0,0,0
5,5,6,5,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,14,14,0,1,0,0,1,0,0,562,0,11,128,562,0,364,0,22037623,0,0,5,1,4,28
0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,196,0,11,141.1,196,0,358,0,10341397,0,0,5,1,1,0
8,7,8,8,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,8,2,0,1,0,0,1,0,0,313,0,18,60,313,0,202,0,2485154,0,0,4,5,3,10
7,8,8,6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,1,1,0,1,0,0,235,0,1,55,235,0,298,0,27413110,0,0,3,1,2,7
9,8,9,8,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,6,11,0,1,1,0,1,0,0,271,0,14,84,271,0,281,0,16238282,0,0,4,1,3,17
7,6,6,6,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,7,40,2,0,1,0,0,1,0,0,773,0,22,21.8,773,0,338,0,7166211,0,0,4,3,2,49
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,1,0,0,240,0,22,92,240,0,279,0,6000479,0,1,4,0,0,7
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,1,0,0,149,0,22,10,149,0,115,0,4623015,0,0,4,0,0,7
8,8,7,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,10,0,0,2,0,0,1,0,0,245,0,1,25,245,0,245,0,23653720,0,1,3,1,1,17
9,9,9,9,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0,1,0,0,138,0,11,58,138,0,220,0,12881482,0,1,4,1,4,0
8,8,8,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,1,0,0,1,0,0,456,0,14,59.1,456,0,440,0,1163842,0,0,4,1,1,6
5,4,4,2,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,206.08,1,60,0,247,0,22,113.25,247,0,199,0,14641729,0,0,4,2,5,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,263,0,11,139.2,263,0,192,0,35875908,0,1,5,0,0,2
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,10,0,124,0,14,19,124,0,71,0,207370,0,1,4,0,0,0
8,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,1,0,0,202,0,11,101,202,0,423,0,11260253,0,1,4,0,0,7
